PTM#,Final determination,genetic match/notes,Determination in the field,Vial in Martone Lab?,Extracted?,Date of Extraction,PCR date (psbA),psbA sequence?,PCR date (CO1),CO1 sequence?,PCR date (rbcL),RbcL sequence?,SSU sequence?,Red/Coralline/Green/Brown,Locality,Date Collected,Notes,Accession #,Missing accession,Habitat,Fragments available?,Latitude,Longitude,Main Collector,Other collectors,Determiners
"1,091",NA,CO1 messy no other genes attempted,Unknown red blade,NA,x (JN),6/22/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai, Gosling Is.",7-Jul-2014,"on Pterygophora stipe, little ground material, did not reached half 0.1 mark, no genetic sample left in vial
",A92054,NA,subtidal 10m,NA,NA,NA,NA,NA,NA
"1,092",Mesophyllum vancouveriense,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Gosling Is.",7-Jul-2014,same as 1087? on bryozoan; voucher in bag,A92055,NA,subtidal 10m,NA,NA,NA,NA,NA,NA
"1,093",Lithothamnion sp.1,needs reverse. 99% to lithothamnion glaciale on blast,rhodolith,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Gosling Is.",7-Jul-2014,NA,A92056,NA,not in LYB,y,NA,NA,NA,NA,NA
"1,094",Lithothamnion sp.1,needs reverse. 99% to lithothamnion glaciale on blast,rhodolith,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Gosling Is.",7-Jul-2014,replicate sample,A92057,NA,not in LYB,y,NA,NA,NA,NA,NA
"1,095",Lithothamnion sp.1,needs reverse. 99% to lithothamnion glaciale on blast,rhodolith,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Gosling Is.",7-Jul-2014,replicate sample,A92058,NA,not in LYB,NA,NA,NA,NA,NA,NA
"1,096",Crusticorallina painei,needs reverse,Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 1-sample 1; no voucher; DNA only,no voucher,NA,"subtidal, 14.4m",NA,NA,NA,NA,NA,NA
"1,097",Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 1-sample 2; no voucher; DNA only,no voucher,NA,"subtidal, 14.4m",NA,NA,NA,NA,NA,NA
"1,098",Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 1-sample 3; no voucher; DNA only; same as 1097?,no voucher,NA,"subtidal, 14.4m",NA,NA,NA,NA,NA,NA
"1,099",Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 1-sample 4; voucher in bag; same as 1098?,A92059,NA,"subtidal, 14.4m",y,NA,NA,NA,NA,NA
"1,100",Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 1-sample 5; no voucher; DNA only; same as 1099?,no voucher,NA,"subtidal, 14.4m",NA,NA,NA,NA,NA,NA
"1,101",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,"quad 2-sample 1; no voucher, DNA only
",no voucher,NA,"subtidal, 14.4m",NA,NA,NA,NA,NA,NA
"1,102",Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,"quad 2-sample 1; no voucher, DNA only; very small sample
",no voucher,NA,"subtidal, 14.4m",NA,NA,NA,NA,NA,NA
"1,103",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,"not in quad, but same as 1102?",A92060,NA,"subtidal, 14.4m",NA,NA,NA,NA,NA,NA
"1,104",Crusticorallina muricata,needs reverse,Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 3-sample 1,A91410,NA,"subtidal, 14.1m",NA,NA,NA,NA,NA,NA
"1,105",Chiharaea americana,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 3-sample 2 (C. americana?),A92061,NA,"subtidal, 14.1m",NA,NA,NA,NA,NA,NA
"1,106",Corsp27Bccrust_Lithophyllum,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 3-sample 3; no voucher; DNA only; very tiny sample,no voucher,NA,"subtidal, 14.1m",NA,NA,NA,NA,NA,NA
"1,107",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 3-sample 4; no voucher; DNA only; samll sample,no voucher,NA,"subtidal, 14.1m",NA,NA,NA,NA,NA,NA
"1,108",Neopolyporolithon sp.,"needs reverse,sister to clathromorphum, 99% match to neopolyporolithon loculosum on blast",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 3-sample 5,A92062,NA,"subtidal, 14.1m",NA,NA,NA,NA,NA,NA
"1,109",Crusticorallina adhaerens,"needs reverse, CO1 PCR failed, reverse psba PCR failed",Pseudolithophyllum whidbeyense,NA,X (CJ),NA,NA,NA,8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,NA,A91411,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
"1,110",NA,"PCR failed for 3 diff genes, psba failed on re-extracted 
",Coralline crust,NA,X (CJ),NA,NA,X (CJ),NA,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,voucher in bag; on cup coral,A92063,NA,subtidal 7m,NA,NA,NA,NA,NA,NA
"1,111",Crusticorallina muricata,confirmed by RBCL,Coralline crust,NA,X (CJ),NA,NA,NA,8v15,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,voucher in bag; worms!!; P. whid?,A91412,NA,subtidal 7m,NA,NA,NA,NA,NA,NA
"1,112","Neopolyporolithon sp.
","needs reverse, matches 1108, 1158,1164,1153",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,"voucher has Hild. contaminants
",A92064,NA,subtidal 7m,NA,NA,NA,NA,NA,NA
"1,113",Crusticorallina adhaerens,"confirmed by c01 , psba",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 4-sample 1,A92065,NA,"subtidal, 12.9m",NA,NA,NA,NA,NA,NA
"1,114",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 4-sample 2; no voucher; DNA only; very small sample,no voucher,NA,"subtidal, 12.9m",NA,NA,NA,NA,NA,NA
"1,115",Corsp27Bccrust_Lithophyllum,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 5-sample 1,A92066,NA,"subtidal, 12.9m",NA,NA,NA,NA,NA,NA
"1,116",Lithophyllum sp.2,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 5-sample 2; no voucher; DNA only; very small sample,no voucher,NA,"subtidal, 12.9m",NA,NA,NA,NA,NA,NA
"1,117",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 5-sample 3; small sample; duplicate of 1116?,A92067,NA,"subtidal, 12.9m",NA,NA,NA,NA,NA,NA
"1,118",Crusticorallina muricata,"needs reverse, reverse psba PCR failed",Coralline crust (P. whid?),NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 6-sample 1; P. whidbeyense?,A91413,NA,subtidal 13m,NA,NA,NA,NA,NA,NA
"1,119",Crusticorallina adhaerens,determined by RBCL,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 6-sample 2; on cup coral,A91414,NA,subtidal 13m,NA,NA,NA,NA,NA,NA
"1,120",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 6-sample 3; hard to sample; dark pink speckled (conceptacles),A92068,NA,subtidal 13m,NA,NA,NA,NA,NA,NA
"1,121",Lithophyllum sp.4,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 6-sample 4; no voucher; DNA only; same as 1120?,no voucher,NA,subtidal 13m,NA,NA,NA,NA,NA,NA
"1,122",Crusticorallina adhaerens,"Match sp.5, using rbcL and CO1",Coralline crust,NA,X (CJ),NA,NA,NA,NA,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 6-sample 5; voucher in bag; same as 1110?,A91415,NA,subtidal 13m,NA,NA,NA,NA,NA,NA
"1,123",Lithophyllum sp.2,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,quad 6-sample 6; dark speckled; same as 1120?,A92069,NA,subtidal 13m,NA,NA,NA,NA,NA,NA
"1,124",Crusticorallina muricata,"needs reverse, reverse psba PCR failed",Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,NA,A91416,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
"1,125",NA,re-extracted and psba failed,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,on limpet; needs DNA,A92070,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
"1,126",Crusticorallina adhaerens,confirmed by c01,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,NA,A92071,NA,"subtidal, 7m",y,NA,NA,NA,NA,NA
"1,127",Crusticorallina adhaerens,"confirmed by c01, rbcl",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,wormy; smooth; dark pink,A92072,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
"1,128",Mesophyllum sp.2,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,very reproductove; on worm tube,A92073,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
"1,129",NA,"psba PCR failed, c01 seq messy, rbcl failed",Coralline crust (L. impressum?),NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Thrasher pt.",8-Jul-2014,voucher on rock; dominant thin purple crust,A92074,NA,"subtidal, 7m",NA,NA,NA,NA,NA,NA
"1,130",Crusticorallina muricata,needs reverse,Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 1-sample 1; small voucher,A91417,NA,"subtidal, 9.3m",y,NA,NA,NA,NA,NA
"1,131",Crusticorallina adhaerens,"confirmed by psba, C01, RBCL",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 1-sample 2; small voucher,A92075,NA,"subtidal, 9.3m",y,NA,NA,NA,NA,NA
"1,132",Crusticorallina muricata,needs reverse,Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 1-sample 3; has knobby protuberance; same as 1130?,A91418,NA,"subtidal, 9.3m",NA,NA,NA,NA,NA,NA
"1,133",NA,"amplified diatom DNA twice (psba F, R), c01 messy, rbcl failed",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 1-sample 4; voucher in bag; only tiny DNA,NA,Y,"subtidal, 9.3m",NA,NA,NA,NA,NA,NA
"1,134",Crusticorallina muricata,needs reverse,Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),X (CJ),Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 1-sample 5a; no voucher; DNA only,no voucher,NA,"subtidal, 9.3m",NA,NA,NA,NA,NA,NA
"1,135",Corillinac sp.4 BCcrust_Lithophyllum,"matches ptm1019, 1139. needs reverse
",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 1-sample 5b,A92076,NA,"subtidal, 9.3m",NA,NA,NA,NA,NA,NA
"1,136",Crusticorallina adhaerens,"confirmed by c01, psba",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,"quad 2-sample 1; full of worms
",A92077,NA,subtidal 8.7m,NA,NA,NA,NA,NA,NA
"1,137",Crusticorallina muricata,needs reverse,Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,"quad 2-sample 2
",A91419,NA,subtidal 8.7m,NA,NA,NA,NA,NA,NA
"1,138",Crusticorallina adhaerens,confirmed by c01,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 2-sample 3; voucher in bag,A92078,NA,subtidal 8.7m,NA,NA,NA,NA,NA,NA
"1,139",Corillinac sp.4 BCcrust_Lithophyllum,"matches ptm1019, 1135. needs reverse
",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 2-sample 4,A92079,NA,subtidal 8.7m,NA,NA,NA,NA,NA,NA
"1,140",Lithophyllum sp.4,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 2-sample 5; voucher in bag; same as 1139?,A92080,NA,subtidal 8.7m,NA,NA,NA,NA,NA,NA
"1,141",Crusticorallina adhaerens,"confirmed by c01, rbcl, psba",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 3-sample 1; voucher in bag; with black worms,A92081,NA,"subtidal, 7.5m",NA,NA,NA,NA,NA,NA
"1,142",Crusticorallina adhaerens,confirmed by c01,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 3-sample 2; voucher in bag; with small calcified worms,A92082,NA,"subtidal, 7.5m",NA,NA,NA,NA,NA,NA
"1,143",Crusticorallina adhaerens,confirmed by c01,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 3-sample 3; voucher in bag; same as 1142?; many little worms,A92083,NA,"subtidal, 7.5m",NA,NA,NA,NA,NA,NA
"1,144",Crusticorallina muricata,NA,Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 3-sample 4; hard purple crust,A91420,NA,"subtidal, 7.5m",NA,NA,NA,NA,NA,NA
"1,145",Crusticorallina muricata,NA,Coralline crust,NA,X (CJ),NA,NA,X (CJ),NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,reproductive; white margin,A92124,NA,"subtidal, 5-6m",y,NA,NA,NA,NA,NA
"1,146",Crusticorallina adhaerens,confirmed by c01,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,estimated 1m in diameter; very dominant crust,A92084,NA,"subtidal, 5-6m",y,NA,NA,NA,NA,NA
"1,147",Crusticorallina muricata - far out,"messy psba F, R, messy c01",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,smooth; thick; rose coloured,A92085,NA,"subtidal, 5-6m",NA,NA,NA,NA,NA,NA
"1,148",NA,"messy psba F, R, messy c01",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,wormy; voucher in bag,A92086,NA,"subtidal, 5-6m",NA,NA,NA,NA,NA,NA
"1,149",Crusticorallina adhaerens,confirmed by c01,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,wormy; voucher in bag; large protruberances,A92087,NA,"subtidal, 5-6m",y,NA,NA,NA,NA,NA
"1,150",Crusticorallina muricata,"needs reverse, reverse psba PCR failed",Coralline crust,NA,X (CJ),NA,NA,X (CJ),8v15,X (CJ),NA,X (CJ),NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,smooth; dark pink-purple,A91421,NA,"subtidal, 5-6m",y,NA,NA,NA,NA,NA
"1,151",Crusticorallina muricata,NA,Coralline crust (p. whid?),NA,X (CJ),NA,NA,X (CJ),NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 4-sample 1; P. whidbeyense?,A92125,NA,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,152",Lithothamnion glaciale,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 4-sample 2; voucher in bag; need DNA; on limpet shell,A92088,NA,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,153","Neopolyporolithon sp.
","needs reverse, matches 1108, 1112, 1164, 1158",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 4-sample 3,A92089,NA,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,154",Lithophyllum sp.4,needs reverse,Coralline crust (L. impressum?),NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 4-sample 4; small sample; no voucher; dominant thin crust,no voucher,NA,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,155",Lithophyllum impressum,NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 4-sample 5; thin light purple,A92090,NA,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,156",Crusticorallina muricata,NA,Pseudolithophyllum whidbeyense,NA,X (CJ),NA,NA,X (CJ),NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,"quad 5-sample 1; swirly
",A92126,NA,"subtidal, 6.3m",y,NA,NA,NA,NA,NA
"1,157",Crusticorallina adhaerens,"confirmed by c01, psba",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,"quad 5-sample 2; wormy
",A92091,NA,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,158","Neopolyporolithon sp.
","needs reverse, mateches 1108, 1112, 1164, 1153",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 5-sample 3; dark pink with worms,A92092,NA,"subtidal, 6.3m",y,NA,NA,NA,NA,NA
"1,159",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 5-sample 4; thin; dark pink; DNA only; no voucher,no voucher,NA,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,160",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,"quad 5-sample 5; same as 1159?
",NA,Y,"subtidal, 6.3m",NA,NA,NA,NA,NA,NA
"1,161",Crusticorallina muricata,NA,Pseudolithophyllum whidbeyense,NA,X (CJ),NA,NA,X (CJ),NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 6-sample 1; swirly,A92127,NA,"subtidal, 6.7m",y,NA,NA,NA,NA,NA
"1,162",Crusticorallina adhaerens,confirmed by c01,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 6-sample 2; same as 1161?; with worms,A92093,NA,"subtidal, 6.7m",y,NA,NA,NA,NA,NA
"1,163","Neopolyporolithon sp.
",NA,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 6-sample 3; thick smooth pink,A92094,NA,"subtidal, 6.7m",y,NA,NA,NA,NA,NA
"1,164","Neopolyporolithon sp.
","needs reverse, matches 1108, 1158,1112,1153",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 6-sample 4; same as 1163?,A92095,NA,"subtidal, 6.7m",NA,NA,NA,NA,NA,NA
"1,165",Lithophyllum impressum,"messy F,R psba, messy c01, rbcl failed; messy psbA - Katy made an educated guess based on clean parts of seq = L.impressum.",Lithophyllum impressum,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 6-sample 5; thin purple,A92096,NA,"subtidal, 6.7m",NA,NA,NA,NA,NA,NA
"1,166",Lithophyllum impressum,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 6-sample 6; same as 1165,A92097,NA,"subtidal, 6.7m",NA,NA,NA,NA,NA,NA
"1,167",Lithophyllum sp.4,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,quad 6-sample 7; pink speckled conceptacles; no voucher,no voucher,NA,"subtidal, 6.7m",NA,NA,NA,NA,NA,NA
"1,168",Crusticorallina adhaerens,"confirmed by c01, psba",Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,NA,A92098,NA,"subtidal, 5m",NA,NA,NA,NA,NA,NA
"1,169",Corsp27Bccrust_Lithophyllum,needs reverse,Coralline crust,NA,X (CJ),NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Hakai, Kelpie Pt.",9-Jul-2014,on cobble,A92099,NA,"subtidal, 5m",NA,NA,NA,NA,NA,NA
"1,170",Chiharaea silvae,needs reverse,Chiharaea silvae,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,abundant; turf-like,A92100,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,171",Bossiella frondifera,needs reverse,Bossiella sp. 5chiloensis,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,floppy; distinctive spine; with conceptacles,A90732,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,172",Bossiella orbigniana,NA,Bossiella dichotoma,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,solitary; growing prostrate; reproductive,A92102,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,173",Bossiella frondifera,needs reverse,Bossiella frondifera,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,NA,A90733,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,174",Bossiella reptans,"for phylogeny, needs reverse",Bossiella reptans,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,both large and small int.; possible conceptacles?,A90734,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,175",Bossiella hakaiensis,NA,Bossiella hakaiensis,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,large intergenicula; very reproductive,A92105,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,176",Johansenia macmillanii,needs reverse,Corallina sp. 2frondescens,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,robust; little space between branchlets,A92106,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,177",NA,NA,Rhodymenia sp.,NA,x (JN),6/22/2015,NA,NA,"6/24/2015, +ve",x (JN) sequence is messy,NA,NA,NA,Red,"Hakai, North Beach Bench",11-Jul-2014,"rhizoids; slender dichotomies; sometimes irregular, no genetic sample left in vial, did not reach half 0.1 mark",A92107,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,178",Corallina sp. 2frondescens,NA,Corallina sp. 1frondescens,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,NA,A92108,NA,Low intertidal,NA,NA,NA,NA,NA,NA
"1,179",Bossiella manzae,"moderate CO1 - for phylogeny, needs psbaR",Bossiella frondescens,NA,X (CJ),NA,8ix14 (CJ),NA,NA,NA,NA,NA,NA,Coralline,"Hakai, North Beach Bench",11-Jul-2014,terete apices; small intergenicula; typical,A90735,NA,Low intertidal,NA,NA,NA,NA,NA,NA
